addr_postc,addr_subur,air_condit,amenity,biergarten,brand,capacity,contact_ph,contact_we,cuisine,delivery,descriptio,diet_vegan,diet_veget,indoor_sea,indoor_s_1,internet_a,internet_1,name,opening_ho,outdoor_se,smoking,takeaway,wheelchair,Lat,Lon,Brick
12099,Tempelhof,,restaurant,,,,,,italian,,,,,,,,,L'Amore Pizzeria,,,,,no,52.465609000000001,13.390268000000001,Tempelhof-Schöneberg
,,,restaurant,,,,,,italian,,,,yes,,,,,Casa Nuova,Tu-Su 11:30-23:00,,,,limited,52.456921999999999,13.386692000000000,Tempelhof-Schöneberg
10789,Charlottenburg,,restaurant,,,,+49 30 88473866,http://www.madami-restaurant.de/,vietnamese,,,yes,yes,,,,,Madami,12:00-23:15,,,,yes,52.503514000000003,13.334472000000000,Charlottenburg-Wilmersdorf
12043,,,restaurant,,,,,,vietnamese,,,,,true,,,,Tung Long,11:00 - 00:00,yes,,yes,limited,52.482903000000000,13.432273000000000,Neukölln
10789,Charlottenburg,,restaurant,,,,,,french,,,,,,,,,Restaurant Heising,18:00-24:00,,,,no,52.503270000000001,13.334930999999999,Charlottenburg-Wilmersdorf
13359,,,restaurant,,,"50",,,german,,,,yes,,,,,Essbar,Mo-Fr 07:30-14:30,,,,,52.558128000000004,13.373773000000000,Mitte
10789,Charlottenburg,,restaurant,,,,,,american,,,,yes,,,wlan,,Upper Burger Grill,Mo-Su 12:00-23:00,yes,outside,,yes,52.503323000000002,13.334305000000001,Charlottenburg-Wilmersdorf
10711,,,restaurant,,,,,,japanese,,,yes,yes,,,,,sayuri,Mo-Sa 12:00-22:00,,,,no,52.497554000000001,13.295294000000000,Charlottenburg-Wilmersdorf
10629,Charlottenburg,,restaurant,,,,+49 30 8836111,http://www.samos-berlin.de,greek,,,,,,,,,Samos,Tu-Su 12:00-23:00,,,,yes,52.501801000000000,13.312999000000000,Charlottenburg-Wilmersdorf
10439,Prenzlauer Berg,,restaurant,,,,,,korean,,,,,,,,,Arirang Bulgogi,Mo-Su 12:00-23:00,,,,no,52.553691000000001,13.409972000000000,Pankow
10783,Schöneberg,,restaurant,,,,,,greek,,,,,true,,,,Atlantik Fischrestaurant,Mo-Su 10:00-24:00,yes,,,limited,52.495497000000000,13.360866000000000,Tempelhof-Schöneberg
10585,Charlottenburg,,restaurant,,,,,,chinese,,,,,,,,,Tao Yuan Noodle House,,,,,,52.513978000000002,13.304728000000001,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,greek,,,,,,,,,"Taverna ""To Koutouki""","Tu-Fr 16:00-23:00; PH,Sa,Su 13:00-23:00",,,,no,52.493771000000002,13.421341999999999,Friedrichshain-Kreuzberg
10435,Prenzlauer Berg,,restaurant,,,,,https://www.soda-zitron.de/,austrian,,,,,true,,,,Soda Zitron,We-Sa 18:00-24:00,yes,,,no,52.538359999999997,13.419938000000000,Pankow
10437,Prenzlauer Berg,,restaurant,,,,,,chinese,,,,,true,,,,Shan Shan,,yes,,,no,52.547409999999999,13.411220999999999,Pankow
10437,Prenzlauer Berg,,restaurant,,,,,,chinese,,,,,true,,,,DAN'S Dim Sum & Noodles,"Mo, Tu, Fr, Sa 16:00-22:30; We, Th, Su 12:00-22:30",yes,,,limited,52.547125000000001,13.408725000000000,Pankow
12161,Friedenau,,restaurant,,,,+49 30 47050333,https://www.taverna-nostalgia.de,greek,,,,,,,,,Taverna Nostalgia,"Tu-Su,PH 16:00-23:00; Mo off",yes,,,no,52.468034000000003,13.324828999999999,Tempelhof-Schöneberg
10623,Charlottenburg,,restaurant,,,,,,vietnamese,,,yes,,,,,,Bodhicitta,Mo-Su 12:00-22:00,yes,,,limited,52.505858000000003,13.318569000000000,Charlottenburg-Wilmersdorf
10439,,,restaurant,,,,,,vietnamese,,,,,,,,,Five Ace,,,,,limited,52.550527000000002,13.413087000000001,Pankow
13597,,,restaurant,,,,+49 30 3331111,,international,,,,,,,,,Rustika Balkan Kitchen,11:30-24:00,,,,no,52.538722000000000,13.206035000000000,Spandau
10717,Wilmersdorf,,restaurant,,,,,,vietnamese,,,,,,,,,Anh Ba,Mo-Su 12:00-23:00,,,,yes,52.487301000000002,13.326396000000001,Charlottenburg-Wilmersdorf
10783,Schöneberg,,restaurant,,,,,,vietnamese,,,yes,yes,,,wlan,,Saigon Com Nieu,12:00-23:00,,,,yes,52.498556000000001,13.357278000000001,Tempelhof-Schöneberg
10999,Kreuzberg,,restaurant,,,"20",,https://www.platzdoch.de/,slovak,,Slow Food,,,,,,,platz doch!,We-Sa 12:00-22:00,,outside,no,,52.498272000000000,13.425326999999999,Friedrichshain-Kreuzberg
13359,,true,restaurant,,,,,,thai,,,yes,yes,true,,,,Golden Thai,"Tu-Sa 17:00-23:00; Su 17:00-22:30",yes,,,yes,52.558289000000002,13.380259000000001,Mitte
10823,Schöneberg,,restaurant,,,,+49 30 70509959,http://www.buddhahaus.com,asian,,,yes,yes,true,,,,Buddha Haus,12:00-24:00,yes,,,limited,52.486902999999998,13.354969000000001,Tempelhof-Schöneberg
10243,Friedrichshain,,restaurant,,,,+49 30 49854313,,asian,,,,yes,,,,,Viet Ha Goldener Karpfen,"Mo-Fr 11:00-22:00; Sa,Su 12:00-22:00",,,yes,no,52.519311000000002,13.433089000000001,Friedrichshain-Kreuzberg
10435,Prenzlauer Berg,,restaurant,,,,,https://www.anhdao-indochinesischespezialitaetenberlin.de/,asian,,,yes,only,,,,,Anh Dao,"Su-Fr 12:30-22:00; Sa 15:00-22:00",,,,limited,52.539741999999997,13.419034999999999,Pankow
13359,Gesundbrunnen,,restaurant,,,,,http://www.madni-berlin.de/,pakistani,yes,,yes,yes,,,,,Madni,Mo-Su 18:00-24:00,,,,no,52.556896999999999,13.385277000000000,Mitte
14089,,,restaurant,,,,,,german,no,,,,,,,,Zum Dorfkrug,,,,,limited,52.453093000000003,13.143537999999999,Spandau
12459,Oberschöneweide,,restaurant,,,,,,german,,,,,,,,,Kantinen & Partyservice Siering,Mo-Fr 07:30-15:15,,outside,,yes,52.457425999999998,13.533528000000000,Treptow-Köpenick
10785,,,restaurant,,,,,,italian,,,,,,,,,Il Valentino,"Mo-Fr 12:00-24:00, Sa 17:00-24:00",,,,no,52.501792999999999,13.355677000000000,Mitte
10967,Kreuzberg,,restaurant,,,,,,italian,,,,,,,,,Pasta Factory,Tu-Sa 17:00-22:30,,,,,52.494349000000000,13.420911000000000,Friedrichshain-Kreuzberg
,,,restaurant,,,,,,italian,,,,yes,true,,,,Mami Camilla,"PH,We-Mo 17:00-23:00",yes,,,yes,52.530594000000001,13.434510000000000,Pankow
12163,Steglitz,,restaurant,,,,+49 30 79707109,http://www.piazza-venezia.de/,italian,,,,yes,true,,,,Piazza Venezia,"Mo,Tu 15:00-23:00; We-Su 11:30-23:00",yes,outside,,yes,52.459811000000002,13.322051999999999,Steglitz-Zehlendorf
,,,restaurant,,,,,,vietnamese,,,no,no,true,,,,Phở Nguyên 68,,yes,,,no,52.505706000000004,13.321218999999999,Charlottenburg-Wilmersdorf
10585,Charlottenburg,,restaurant,,,,,,vietnamese,,,,,,,,,Viet Phuong,,yes,,,limited,52.515312999999999,13.306501000000001,Charlottenburg-Wilmersdorf
10115,Mitte,,restaurant,,,,,,vietnamese,,"€ Portions are pretty big, so the price isnt high. Really well made food",yes,yes,true,,,,cô Chu,"Mo-Fr 11:30-23:00; PH,Sa,Su 12:00-23:00",yes,,yes,yes,52.531148999999999,13.384750000000000,Mitte
12049,,,restaurant,,,,,,french,,,,,true,,no,,L'Eustache,We-Sa 18:00-23:00,yes,no,,limited,52.476740999999997,13.424336000000000,Neukölln
10557,,,restaurant,,,,,,german,no,,yes,yes,true,,,,Weltwirtschaft,Mo-Su 12:00+,yes,,,yes,52.519241000000001,13.365010000000000,Mitte
10119,Mitte,,restaurant,,,,,,japanese,,,,yes,true,,,,Jabe,"Mo-Sa 12:00-15:00,17:30-22:00; Su 17:30-22:00",yes,no,,limited,52.527414000000000,13.408165000000000,Mitte
14195,,,restaurant,,,,,,mexican,,,,,,,,,Santa Café,"Mo-Su,PH 12:00-23:00",,,,no,52.467033999999998,13.307734000000000,Steglitz-Zehlendorf
13359,,,restaurant,,,,,,arab,,,,,,,,,Üstadin Yeri,,,,,,52.557870000000001,13.386051999999999,Mitte
10827,Schöneberg,,restaurant,,,,+49 30 76897969,http://www.ksara-restaurant.de/,lebanese,,,yes,yes,true,,,,Ksara,Mo-Su 11:30-23:00,yes,outside,,no,52.487867000000001,13.360898000000001,Tempelhof-Schöneberg
12159,Friedenau,,restaurant,,,,,,thai,,,yes,yes,true,,,,Sweet Cocos,"Mo-Fr 12:00-22:00; Sa,Su,PH 13:00-22:00",terrace,,,yes,52.472740000000002,13.337092000000000,Tempelhof-Schöneberg
10781,Schöneberg,,restaurant,,,,+49 30 91488319,,chinese,,,yes,yes,true,,,,Ho Lo and Friends,Mo-Su 12:00-23:00,yes,,,yes,52.490079000000001,13.352019000000000,Tempelhof-Schöneberg
10825,Schöneberg,,restaurant,,,,,,chinese,,,,yes,true,,wlan,,Man Kee,"Mo-Su 12:00-22:00; PH,We off",yes,,,,52.488582999999998,13.342117999999999,Tempelhof-Schöneberg
10823,Schöneberg,,restaurant,,,,,https://veganaa.metro.rest/,mongolian,,,only,,true,,,,Veganaa,"Mo-Fr 12:00-20:00; PH,Sa,Su 16:00-21:00",yes,,,limited,52.490121000000002,13.356491999999999,Tempelhof-Schöneberg
10827,Schöneberg,,restaurant,,,,+49 30 84526345,https://www.co-linh-berlin.de/,vietnamese,,,,yes,true,,,,Cô Linh,"Mo-Fr 12:00-23:00; PH,Sa,Su 13:00-23:00",yes,,,no,52.486874000000000,13.357543000000000,Tempelhof-Schöneberg
10115,Mitte,,restaurant,,,,+49 30 48811887,,arab,,,,,,,,,Marral,"Mo-Fr 12:00-23:00; Sa 17:00-23:00",,,,yes,52.527236000000002,13.388603000000000,Mitte
12359,Buckow,,restaurant,,,,,,vietnamese,,,,,,,,,Tre Xanh,Tu-Su 11:00-22:00,,,,,52.437564999999999,13.472713000000001,Neukölln
10627,,,restaurant,,,,,,vietnamese,,,,,,,,,Bên Thânh,Mo-Su 12:00-21:00,,,,,52.506957999999997,13.297817000000000,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,persian,,,,,,,,,Kourosh,Mo-Su 11:00-24:00,,,,,52.499997999999998,13.339504000000000,Tempelhof-Schöneberg
10789,Charlottenburg,,restaurant,,,,,,spanish,,,,,true,,,,Das Bonito,Mo-Su 17:00+,yes,,,,52.501776999999997,13.337638999999999,Charlottenburg-Wilmersdorf
10627,Charlottenburg,,restaurant,,,,,,thai,,,,,true,,,,myThais,"Mo-We 11:30-17:30; Th-Fr 11:30-20:00; Sa 13:00-20:00; Su,PH off",yes,,yes,no,52.509210000000003,13.309339000000000,Charlottenburg-Wilmersdorf
12435,Alt-Treptow,,restaurant,,,"50",,,vietnamese,,,,,true,,,,T.viet,,yes,outside,yes,yes,52.490115000000003,13.455856000000001,Treptow-Köpenick
10585,Charlottenburg,,restaurant,,,,,,persian,,,,,,,,,Taschkent,"Tu-Fr 16:00-23:00; Sa-Su 14:00-23:00",,,,yes,52.520530000000001,13.299745000000000,Charlottenburg-Wilmersdorf
10439,Prenzlauer Berg,false,restaurant,,,,,,greek,,,yes,yes,true,,,,En Elladi,"Mo off; Tu-Fr 15:00-23:00; Sa-Su 12:00-23:00; Aug 12-Sep 5 off",yes,outside,,limited,52.547828000000003,13.423377000000000,Pankow
10629,,,restaurant,,,,,,asian,,,,,,,,,Sumo,,,,,yes,52.502585000000003,13.307695000000001,Charlottenburg-Wilmersdorf
10117,Mitte,,restaurant,,,,,,asian,,,yes,only,true,,wlan,no,Savory Chay,"Mo-Fr 11:00-21:30; Sa 11:30-21:30",yes,,yes,yes,52.511234999999999,13.387945000000000,Mitte
10827,Schöneberg,,restaurant,,,,+49 30 78953061,https://restaurant-mela.de/,indian,,,,yes,true,,,,Mela,Mo-Su 12:00-24:00,yes,outside,yes,no,52.487152999999999,13.358269000000000,Tempelhof-Schöneberg
10827,Schöneberg,,restaurant,,,,+49 30 78716175,https://www.himaliberlin.de/,indian,,,,yes,true,,,,Himali,Mo-Su 12:00-24:00,yes,,,limited,52.487259000000002,13.358549999999999,Tempelhof-Schöneberg
10779,Wilmersdorf,,restaurant,,,,,,german,,,,,true,,,,Tafelrunde,"Th 18:00-24:00; Fr,Sa 00:00-00:30,18:00-24:00; Su 00:00-00:30",yes,,,,52.494985000000000,13.334228000000000,Charlottenburg-Wilmersdorf
10179,Mitte,,restaurant,,,,,http://www.gaststaette-berlinerwappen.de/,german,,,,,true,,,,Berliner Wappen,"Mo-Fr 11:00-24:00; Sa 18:00-24:00",yes,,,no,52.507752000000004,13.420601000000000,Mitte
10789,Schöneberg,,restaurant,,,,+49 30 23624226,,german,,,,,true,,,,Faustus,"Mo-Sa 11:00-23:00; Su 17:00-23:00",yes,,,yes,52.501033999999997,13.342409000000000,Tempelhof-Schöneberg
10789,,,restaurant,,,,,,german,,,no,yes,true,,,,Restaurant R23,Mo-Su 10:00-24:00,yes,,,yes,52.501362000000000,13.332877999999999,Charlottenburg-Wilmersdorf
10827,Schöneberg,,restaurant,,,,,,italian,,,,,true,,,,Petite Europe,Tu-Su 17:00-24:00,yes,,,limited,52.490015999999997,13.360673999999999,Tempelhof-Schöneberg
,,true,restaurant,,,,,,italian,,,yes,yes,true,,,,Ristorante Milano,"Mo-Sa 11:00+; Su,PH 12:00+",no,,,limited,52.563519999999997,13.328367000000000,Reinickendorf
12165,,,restaurant,,,,+49 30 60927677,,italian,,,yes,yes,,,,,Matera,12:00-22:00,,,,limited,52.452328000000001,13.320035000000001,Steglitz-Zehlendorf
10777,Schöneberg,,restaurant,,,,,,italian,,,,,true,,,,Punto e Virgola,Mo-Su 11:30-24:00,yes,,,yes,52.494739000000003,13.338385000000001,Tempelhof-Schöneberg
10777,Schöneberg,,restaurant,,,,,,italian,,,,,true,,,,Osteria Ribaltone,,yes,,,yes,52.496212000000000,13.342651000000000,Tempelhof-Schöneberg
10789,Charlottenburg,,restaurant,,,,,,italian,,,,,,,,,Sale e Pepe,,,no,,,52.500320000000002,13.336033000000000,Charlottenburg-Wilmersdorf
10719,Charlottenburg,,restaurant,,,,,,italian,,,,,true,,,,Ristorante Arlecchino,Mo-Su 11:30-24:00,yes,,,no,52.502274999999997,13.329294000000001,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,italian,,,,,,,,,Sale é Pepe,12:00-23:00,,,,no,52.556635000000000,13.207322000000000,Spandau
10435,Prenzlauer Berg,false,restaurant,,,,,,korean,,,yes,yes,true,,,,Seoulgarden,Mo-Su 12:00-22:00,yes,no,,no,52.539470000000001,13.406765000000000,Pankow
12489,Adlershof,,restaurant,,,,,,korean,,,,yes,,,,,mani mogo,"Mo-Fr 11:00-15:00,17:30-21:00",yes,,yes,yes,52.432915999999999,13.532056000000001,Treptow-Köpenick
10585,Charlottenburg,true,restaurant,,,,,,sudanese,,,no,yes,true,,,,Amoag,"Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 11:30-23:00; Su 12:00-21:30",yes,outside,,limited,52.514510999999999,13.305013000000001,Charlottenburg-Wilmersdorf
10783,Schöneberg,,restaurant,,,,,,turkish,,,,,true,,,,Cafe Peri,"Mo-Su 09:00-22:00, Fr,Sa 09:00-23:00",yes,,,yes,52.491484000000000,13.361177000000000,Tempelhof-Schöneberg
14057,Charlottenburg,,restaurant,,,,+49 30 3238163,,greek,,,,no,true,,,,Mylos,Mo-Sa 17:00-24:00,yes,,,no,52.506535000000000,13.296260999999999,Charlottenburg-Wilmersdorf
10247,,,restaurant,,,,,,chinese,,,yes,yes,,,,,Smiling Kitchen,"Mo off; Tu-Su 12:00-22:00",,,,,52.518509999999999,13.465937000000000,Friedrichshain-Kreuzberg
10625,Charlottenburg,,restaurant,,,,+49 30 36702028,https://www.ninhaochinarestaurantberlin.de/,chinese,,,,,,,,,Nin Hao,"Mo off; Tu-Su 12:00-22:30",yes,,,yes,52.512197000000000,13.312135000000000,Charlottenburg-Wilmersdorf
10318,Karlshorst,,restaurant,,,,,,chinese,yes,,yes,yes,true,,,,Harmonie,"Tu-Th 12:00-20:30; Fr,Sa 12:00-22:00; Su 12:00-20:30",yes,outside,,no,52.479683000000001,13.530306000000000,Lichtenberg
10627,Charlottenburg,,restaurant,,,,+49 30 54710563,http://cyah.de/,vietnamese,,,,,,,,,C'yah,,,,,yes,52.506971999999998,13.296481999999999,Charlottenburg-Wilmersdorf
10407,Prenzlauer Berg,,restaurant,,,,+49 30 70129610,http://www.altwien-berlin.de,austrian,,,no,yes,true,,,,Gasthaus Alt Wien,"Tu-Sa 18:00-24:00;Su 12:00-24:00;Mo off",yes,outside,,yes,52.531495000000000,13.432555000000001,Pankow
10247,Friedrichshain,,restaurant,,,,,,syrian,,,yes,yes,true,,,,Aleppo Supper Club,We-Mo 11:00-22:00,yes,,,no,52.515434999999997,13.470988999999999,Friedrichshain-Kreuzberg
10555,Moabit,,restaurant,,,"50",+49 30 54847379,,vietnamese,yes,,,yes,true,,,,Chum's Vietnamese Cuisine,"Mo-Fr 11:00-22:00; Sa-Su,PH 12:00-22:00",yes,,yes,yes,52.523465999999999,13.335884999999999,Mitte
,,,restaurant,,,,,,mexican,,,yes,yes,true,,,,Taquito Mío,"Tu-Fr 17:00-22:00; Sa 14:00-22:00; Su 14:00-21:00",yes,,,,52.514107000000003,13.454139000000000,Friedrichshain-Kreuzberg
10969,Kreuzberg,,restaurant,,,,,,israeli,,,,,,,,,Yafo,Tu-Sa 17:00+,,,,yes,52.501859000000003,13.411216000000000,Friedrichshain-Kreuzberg
10717,Wilmersdorf,,restaurant,,,,,,french,,,,,true,,,,La Marinière,We-Su 12:00-21:00,yes,,,,52.489415999999999,13.319805000000001,Charlottenburg-Wilmersdorf
10783,Schöneberg,,restaurant,,,,,,korean,,,,,,,,,Hodori,Mo-Su 12:00-23:00,,,,limited,52.493689000000003,13.366561000000001,Tempelhof-Schöneberg
10243,Friedrichshain,,restaurant,,,,,,korean,,,yes,yes,true,,,,Seoulkitchen,"Mo, We - Fr 12:00-24:00; Tu, Sa, Su 12:00-23:00",yes,,,no,52.503644000000001,13.447217000000000,Friedrichshain-Kreuzberg
13353,Wedding,true,restaurant,,,,,,turkish,,,no,yes,true,,,,Pamfilya,,yes,outside,yes,no,52.546207000000003,13.358471000000000,Mitte
10437,Prenzlauer Berg,,restaurant,,,,+49 30 45956801,https://www.kanaan-berlin.de/,israeli,yes,,yes,yes,,,,,Kanaan,"We-Fr 18:00-22:00; Sa-Su 12:00-22:00",sidewalk,,yes,yes,52.543652000000002,13.419854000000001,Pankow
10969,Kreuzberg,,restaurant,,,,,,german,,,,,,,,,Nobelhart & Schmutzig,Tu-Sa 18:30+,,,,no,52.505388000000004,13.390540000000000,Friedrichshain-Kreuzberg
10245,Friedrichshain,,restaurant,,,,,,japanese,yes,,,,true,,no,,Yume,,yes,,,yes,52.509790000000002,13.458178000000000,Friedrichshain-Kreuzberg
13051,,,restaurant,,,,,,mexican,,,,,true,,,,Chidoba Mexican Grill,,no,,,yes,52.564298000000001,13.506213000000001,Lichtenberg
12051,Neukölln,,restaurant,,,,,,asian,,,,,,,,,Asia Thyna,,,,,,52.470160999999997,13.430058000000001,Neukölln
,,,restaurant,,,,,,asian,,,,,true,,,,Toca Rouge,"Mo-Fr 12:00-00:00; Sa, Su 17:00-00:00",yes,,,no,52.528286999999999,13.391976000000000,Mitte
10117,Mitte,,restaurant,,,"100",,https://johnf.arcotel.com/de/restaurant-und-bar/,german,,,yes,,,,,,Foreign Affairs,"12:00-15:00,18:00-23:00",,outside,no,yes,52.515027000000003,13.397925000000001,Mitte
14089,,,restaurant,,,,+49 30 364 13892,https://gutshausneukladow.de/,german,,,,,,,,,Gutshaus Neukladow,"PH,Sa,Su 12:00-17:00; Su[2] 09:00-17:00",,,,no,52.457160000000002,13.159459000000000,Spandau
10787,Tiergarten,true,restaurant,,L'Osteria,,+49 30 25 79 43 25,https://losteria.net/de/restaurants/restaurant/bikini-berlin/,italian,,,,yes,true,,,,L'Osteria,"Mo-Su,PH 12:00-22:00",yes,outside,,yes,52.505364999999998,13.338232000000000,Charlottenburg-Wilmersdorf
10119,Mitte,,restaurant,,,,,,italian,no,,,,,,,,La Cantina,,yes,separated,yes,yes,52.529451999999999,13.400719000000000,Mitte
14057,Charlottenburg,,restaurant,,,,,,italian,,,,,,,,,Stella Alpina,"Mo off; Tu-Su 17:00-24:00",,,,yes,52.509963999999997,13.296582000000001,Charlottenburg-Wilmersdorf
12165,Steglitz,,restaurant,,,,,,chinese,,,,,,,,,Jing Yang,Mo-Sa 12:00-22:00,no,no,yes,no,52.455933999999999,13.324714000000000,Steglitz-Zehlendorf
13353,Wedding,false,restaurant,,,,,,vietnamese,,,yes,yes,true,,,,Hubertha,Mo-Su 12:00-22:00,yes,,,limited,52.542606999999997,13.356317000000001,Mitte
,,,restaurant,,,,,,latin_american,,,,,,,wlan,customers,La Casa Buena Vista,Tu-Su 17:00-23:00,,,,no,52.550041000000000,13.464839000000000,Pankow
13351,Wedding,,restaurant,,,,+49 30 45797636,https://www.bantou-village-berlin.de/,african,,,,,,,,,Bantou Village,"Mo-Su 11:00-23:00; PH off",,,,,52.551796000000003,13.348522000000001,Mitte
,,,restaurant,,,,,,indonesian,,,,yes,true,,,,Handoyo's,"Tu-Fr 12:00-14:00,17:00-19:00; Sa 13:00-15:00,17:00-19:00",yes,,,no,52.498009000000003,13.321856000000000,Charlottenburg-Wilmersdorf
10117,,,restaurant,,,,,,vietnamese,,,,,true,,,,Minh San,"Mo-Fr 11:00-20:00; Sa 12:00-20:00; Su,PH off",sidewalk,,,no,52.522602999999997,13.378996000000001,Mitte
,,,restaurant,,,,,,korean,,,,,true,,,,Silla,"Mo-Sa 12:00-15:00, 17:00-22:00",yes,,,,52.492632999999998,13.330411000000000,Charlottenburg-Wilmersdorf
10405,,,restaurant,,,,,,korean,,,,,,,,,Fräulein Kimchi,,,,,no,52.534241999999999,13.416060000000000,Pankow
12555,,,restaurant,,,,,,greek,,,,,true,,,,Hippocrates,"Su-Th 12:00-23:00, Fr,Sa 12:00-24:00",yes,outside,,yes,52.459887999999999,13.580249000000000,Treptow-Köpenick
10119,Mitte,,restaurant,,,,,http://www.good-morning-vietnam.de/,vietnamese,,,yes,yes,true,,,,Good Morning Vietnam,Mo - Su 12:00-24:00,yes,outside,yes,no,52.528422999999997,13.409349000000001,Mitte
10587,Charlottenburg,,restaurant,,,"100",+49 30 34508450,http://www.santorini-berlin.de/,greek,no,,,,,,,,Taverna Santorini,"Mo-Fr 14:00-23:00; Sa-Su,PH 12:00-23:00",yes,no,,no,52.517702999999997,13.317335999999999,Charlottenburg-Wilmersdorf
12161,,,restaurant,,,,+49 30 40502099,https://www.restaurant-miteinander.de,austrian,,,,yes,true,,,,Miteinander,"We-Fr 17:00-23:00; Sa,Su 12:00-22:00",yes,,,no,52.473654000000003,13.321759000000000,Tempelhof-Schöneberg
10777,Schöneberg,,restaurant,,,,,,spanish,,,,,,,,,Vinos y Más,"Mo,Tu off; We,Fr 17:00-20:00; Sa 13:00-16:00; Su off",,,,limited,52.497902000000003,13.351826000000001,Tempelhof-Schöneberg
10777,Schöneberg,,restaurant,,,,+49 30 2166698,,vietnamese,,,,,,,,,Sao Mai,"Mo-Sa 11:30-22:30; Su 12:30-22:30",yes,,yes,yes,52.498322000000002,13.353871000000000,Tempelhof-Schöneberg
10785,Tiergarten,,restaurant,,,,,,african,,,,,,,,,Maiden Mother & Crone,Mo-Fr 12:00-18:00,,,,,52.501367999999999,13.364523000000000,Mitte
10963,Kreuzberg,,restaurant,,,,,https://www.bluenileberlin.de/,ethiopian,,,yes,yes,,,,,Blue Nile,"Mo-Su,PH 15:00-24:00",,,,limited,52.497860000000003,13.387357000000000,Friedrichshain-Kreuzberg
10785,Tiergarten,,restaurant,,,,,,international,,,,,true,,no,no,Dalmacia-Grill,11:30 - 23:00,yes,outside,yes,no,52.503438000000003,13.365671000000001,Mitte
10785,,,restaurant,,,,+49 30 239 136 57,http://ayan-berlin.de/,filipino,,,,,true,,,,Ayan,"Mo-Fr 12:00-20:00; Sa 16:00-22:00; Su off",yes,,,no,52.503242000000000,13.366126000000000,Mitte
10623,Charlottenburg,,restaurant,,,,+49 30 95592127,http://onnoya.de/,japanese,,,,,true,,,,Onnoya Fusion,"Mo-Fr 11:30-21:00, Sa 12:00-21:00",yes,,,yes,52.507289000000000,13.329337000000001,Charlottenburg-Wilmersdorf
10437,Prenzlauer Berg,,restaurant,,,,+49 30 53673303,http://www.andaluzia-berlin.com/,spanish,,,,,true,,,,AndaluZia,Mo-Su 16:00-01:00,yes,no,,yes,52.548799000000002,13.409713999999999,Pankow
,,,restaurant,,,,,,international,yes,,,,true,,,,Pizza & Burger,,yes,outside,yes,,52.483747999999999,13.361599000000000,Tempelhof-Schöneberg
12459,Oberschöneweide,,restaurant,,,,,,asian,,,,,,,,,Annami,"Tu-Su 11:00-22:00; PH 11:00-22:00; Mo off",,,,limited,52.462417000000002,13.514682000000001,Treptow-Köpenick
10707,,,restaurant,,,,,,asian,,,,,true,,,,Dudu31,"Mo-Th 12:00-22:00; Fr, Sa 12:00-23:00; Su 12:00-22:00",yes,,,yes,52.500230000000002,13.319425000000001,Charlottenburg-Wilmersdorf
10557,,,restaurant,,,,+49 30 2262990,https://www.feinkost-kaefer.de/berlin,german,,Gourmetrestaurant auf dem Dach des Reichstagsgebäudes mit moderner deutscher Küche und Blick über die Stadt. Nur mit Reservierung!,yes,yes,true,,,,Käfer Dachgarten-Restaurant im Deutschen Bundestag,"Mo-Su 09:00-17:00,19:00-23:00",yes,,,yes,52.518594000000000,13.376676000000000,Mitte
10969,Kreuzberg,,restaurant,,,,+49 30 69515911,http://www.maxundmoritzberlin.de,german,,,yes,yes,true,,,,Max und Moritz,"We-Su 18:00+; Mo,Tu off",yes,,,limited,52.502619000000003,13.414004000000000,Friedrichshain-Kreuzberg
10823,Schöneberg,,restaurant,,,90 (+40),,,italian,,,,yes,true,,,,I Due Emigranti,11:30-24:00,yes,outside,,limited,52.486517999999997,13.351514000000000,Tempelhof-Schöneberg
14195,,,restaurant,,,,,,italian,,,,,true,,,,Ristorante Casa Michelangelo,Mo-Su 12:00-23:00,yes,,yes,yes,52.467827000000000,13.309066000000000,Charlottenburg-Wilmersdorf
10781,Schöneberg,,restaurant,,,,,,italian,,,,,,,,,Trattoria Belmonte,"PH,Tu-Su 17:00-24:00",,,,no,52.493065000000001,13.347375000000000,Tempelhof-Schöneberg
10787,Schöneberg,,restaurant,,,,,,italian,,,,yes,true,,,,San Marco,Mo-Su 17:00-24:00,yes,outside,,limited,52.500121000000000,13.349963000000001,Tempelhof-Schöneberg
10785,Tiergarten,true,restaurant,,,,,,italian,,,,,true,,,,Restaurant Tra Di Noi,"Mo-Fr 12:00-00:00; Sa-Su 17:00-00:00",yes,outside,,limited,52.504734999999997,13.353672000000000,Mitte
,,,restaurant,,,,,,italian,,,,,,,,,Satori Italiani,,,,,limited,52.502336000000000,13.353600000000000,Mitte
10629,,,restaurant,,,,,,italian,,,,,,,,,Oregano,,,,,,52.500726000000000,13.304107000000000,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,korean,,,,,true,,no,,Korean Deli,"Mo-Th 12:00-19:00; Fr-Sa 12:00-20:00",yes,,,yes,52.526536999999998,13.340821000000000,Mitte
10965,,,restaurant,,,,,,greek,,,,yes,true,,,,Taverna Mastiha,"Tu-Sa 15:00-24:00; Su 12:00-24:00",yes,,,,52.488536000000003,13.392894000000000,Friedrichshain-Kreuzberg
