"id","addr:street","addr:housenumber","addr:postcode","addr:suburb","air_conditioning","amenity","biergarten","brand","capacity","contact:phone","contact:website","cuisine","delivery","description","diet:vegan","diet:vegetarian","indoor_seating","indoor_seating:capacity","internet_access","internet_access:fee","name","opening_hours","outdoor_seating","smoking","takeaway","wheelchair","Lat","Lon"
node/2524533109,Bleibtreustraße,"17","10623",Charlottenburg,"",restaurant,"","","","","",indian,"","","","","","","","",Calcutta,"","","","",no,"52.503313","13.319472"
node/2524533114,Bleibtreustraße,"17","10623",Charlottenburg,"",restaurant,"","","","","",italian,"","","","","","","","",La Cantina,"","","","",no,"52.503392","13.319482"
node/2532870732,Krumme Straße,"41","10627",Charlottenburg,"",restaurant,"","","","","",mexican,"","","",yes,yes,"","","",Sonora,Mo-Su 11:00-23:00,yes,"","",no,"52.507743","13.309205"
node/2532870746,Pestalozzistraße,"84","10627",Charlottenburg,"",restaurant,"","","","","",turkish,"","","",yes,yes,"","","",Istanbul,Mo-Su 12:00-22:00,yes,"","",yes,"52.507744","13.308957"
node/2532870755,Krumme Straße,"42","10627",Charlottenburg,"",restaurant,"","","","","",latin_american,"",Billardraum;Fußballspiele,"","",yes,"","","",La Batea,"",yes,"","",limited,"52.507382","13.309178"
node/2532898349,"","","","","",restaurant,"","","","","",italian,"","","","",yes,"","","",Luardi,"",yes,"","",limited,"52.506939","13.304962"
node/2532898426,"","","","","",restaurant,"","","","","",malaysian,"","","","","","","","",Seri Melayu,"","","","","","52.505749","13.304643"
node/2532898468,Kantstraße,"105","10627",Charlottenburg,"",restaurant,"","","","","",german,"","","","","","",wlan,customers,House of Greens,Tu-Sa 09:00-17:00; Su 10:00-17:00; Mo-We off,no,"","","","52.506582","13.304192"
node/2541029865,Karl-Marx-Straße,"175","12043",Neukölln,"",restaurant,"","","","","",arab,"","",no,yes,yes,"","","",Abo Hedo,"",sidewalk,outside,"","","52.474622","13.440278"
node/2541155657,Karl-Marx-Straße,"177","12043",Neukölln,"",restaurant,"","","","","",syrian,"","",yes,yes,"","","","",Shaam,Mo-Su 12:00-22:00,"","","",no,"52.474432","13.44039"
node/2542361165,Greifswalder Straße,"29","10405",Prenzlauer Berg,"",restaurant,"","","",+49 30 4254424,http://www.aldente-berlin.de/,italian,"","","",yes,yes,"","","",al dente,"Mo-Fr 12:00-24:00; Sa,Su,PH 15:00-24:00",yes,"","",no,"52.53231","13.428998"
node/2543804204,"","","","",yes,restaurant,"","","","","",italian,"","","","",yes,"","","",Via Nova II,"Mo-Sa 10:00-24:00+, Su,PH 10:00-24:00",yes,outside,"",yes,"52.519635","13.392287"
node/2548529502,"","","","","",restaurant,"","","","","",asian,"","",no,yes,yes,"","","",Asia Bistro,Mo-Sa 10:00-21:00,yes,no,yes,yes,"52.505175","13.514515"
node/2549455657,Zossener Straße,"17","10961","","",restaurant,"","","",+49 30 52661490,"",sudanese,"","",yes,yes,yes,"",wlan,"",Tutti Island,Mo-Su 11:00-23:00,yes,"","",no,"52.490932","13.394043"
node/2549735529,Sophienstraße,"11","10178",Mitte,"",restaurant,"","","","",http://www.restauration-sophien11.de/,german,"","","","","","","","",Restauration Sophien 11,"Mo-Sa 12:00-22:00; PH,Su off",no,no,"",no,"52.52503","13.402767"
node/2567897432,Holzhauser Straße,"62","13509",Borsigwalde,"",restaurant,"","","","","",german,"","","","","","","","",Polo Bistro,Mo-Sa 09:00-19:00,"","","",yes,"52.580913","13.304272"
node/2568685180,Greifswalder Straße,"211","10405",Prenzlauer Berg,"",restaurant,"","","",+49 30 4427057,http://asiatiger.de/,asian,"","","",yes,yes,"","","",Asia Tiger,"Mo-Fr 11:00-23:00, Su,PH 12:00-23:00",yes,"","",yes,"52.532186","13.427867"
node/2574312102,Lohmühlenstraße,"65","12435",Alt-Treptow,"",restaurant,"","","","","",german,"","","","","","","","",Loh-ise,"","","","","","52.494003","13.446116"
node/2574325617,Taborstraße,"20","10997",Kreuzberg,"",restaurant,"","","",+49 30 99252372,"",german,no,"","","","","","","",Geschmackssache,"Mo-Th 09:00-17:00; Fr 09:00-16:00 ""nur Bargeldzahlung möglich""",yes,"","","","52.497302","13.446464"
node/2604657738,Breisgauer Straße,"14","14129",Schlachtensee,"",restaurant,"","","","","",italian,"","","","","","","","",Osteria del Sud,"",yes,outside,"","","52.437651","13.215462"
node/2702379638,Budapester Straße,"2","10787",Tiergarten,"",restaurant,"","","150","","",german,"","","","","","","","",L.A. Cafe,"","","","",yes,"52.507303","13.344327"
node/2608191174,Wichertstraße,"57","10439",Prenzlauer Berg,no,restaurant,"","","",+49 30 40003435,http://www.restaurant-zaika.de,indian,"","",yes,yes,yes,"",no,"",Zaika,Mo-Su 12:00-00:00,sidewalk,no,"",limited,"52.548104","13.422727"
node/2610886464,Wollankstraße,"105","13187",Pankow,"",restaurant,"","","","","",vietnamese,"","",only,yes,"","","","",Nam Ý,"Mo-Fr 11:30-23:00; PH,Sa,Su 12:00-23:00","","","",yes,"52.565156","13.39498"
node/2612202013,Rigaer Straße,"2","10247",Friedrichshain,"",restaurant,"","","","","",mediterranean,"","",yes,yes,yes,"","","",Vegano Mezo,Mo-Su 11:00-22:00,yes,"","",no,"52.518192","13.454368"
node/2618488948,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",Ristorante Pizzeria,"","","","",yes,"52.442719","13.506483"
node/2618499944,Dörpfeldstraße,"43","12489",Adlershof,"",restaurant,"","","",+49 30 40553575,"",mediterranean,"","","",yes,yes,"","","",La Locanda,Mo off; Tu-Su 12:00-23:00,no,"","",limited,"52.438056","13.548793"
node/2621481160,"","","","","",restaurant,"","","","","",croatian,no,"","",no,yes,"",no,"",Adriatic,We-Mo 12:00-22:00,yes,outside,yes,limited,"52.633634","13.2941"
node/2621955193,"","","","","",restaurant,"","","","","",italian,"","","","",yes,"","","",Pizzeria Alte Forno,"",yes,"","",yes,"52.474629","13.427755"
node/2622394011,Teltower Damm,"52","14167","","",restaurant,"","","","","",vietnamese,"","","","","","","","",Hanoian Restaurant,Tu-Sa 11:30-20:30; Su 14:30-20:30; PH 14:30-20:30,"","","",limited,"52.428799","13.25949"
node/2622394012,"","","","","",restaurant,"","","","","",thai,"","","","","","","","",Thai Cuisine,"","","","","","52.429661","13.259947"
node/2624719704,Liebenwalder Straße,"11","13347",Wedding,no,restaurant,"","","",+49 1573 3552900,"",italian,"","",no,yes,yes,"","","",Stranero,Tu-Sa 17:00-23:00,yes,outside,"",yes,"52.552163","13.364019"
node/2625921041,Erkelenzdamm,"45","10999",Kreuzberg,"",restaurant,"","","10",+49 30 31172143,"",israeli,"","","","",yes,"","","",Goldadelux,Fr-Mo 12:00-19:00,yes,"","",no,"52.497779","13.413444"
node/2626561090,Wilmersdorfer Straße,"69","10629",Charlottenburg,"",restaurant,"","","",+493032766081,"",asian,"","","","","","","","",Saigon-Today,"Mo-Sa 12:00-23:00; PH,Su off","","","",limited,"52.504413","13.307117"
node/2633828235,Fidicinstraße,"38","10965","","",restaurant,"","","","","",international,"","","",yes,"","","","",Weinverein am Berg,"Mo-Th 17:00-24:00; Fr,Sa 17:00-02:00","","","",yes,"52.487184","13.389101"
node/2638249536,Oranienburger Straße,"93","13437",Wittenau,"",restaurant,"","","","","",vietnamese,"","","","",yes,"","","",The Vinh,"",yes,"","",no,"52.596832","13.332984"
node/2641521422,Audre-Lorde-Straße,"77","10997","","",restaurant,"","","","",http://www.adanagrillhaus.de/,turkish,yes,"","","",yes,"","","",Adana Grillhaus,"12:00-04:00",yes,outside,yes,no,"52.499639","13.426854"
node/2641521430,Skalitzer Straße,"103","10997",Kreuzberg,"",restaurant,"","","","","",chinese,"","","","","","","","",Home of Dumplings,"","","","","","52.49945","13.427812"
node/2641521431,"","","","","",restaurant,"","","",+49 30 82409600,https://www.adanagrillhausberlin.de/,turkish,"","",no,no,yes,"","","",Adana Grillhaus,"",yes,"","",limited,"52.499507","13.428782"
node/2641521493,"","","","","",restaurant,"","","","","",asian,"","","","","","","","",iiu,"","","","",yes,"52.500078","13.424072"
node/2642733630,Martin-Luther-Straße,"120","10825",Schöneberg,"",restaurant,"","","","","",italian,"","",no,yes,yes,"","","",Ri Trovo,Tu-Su 16:00-23:00; Mo off,yes,"","",no,"52.481022","13.344736"
node/2645490952,Emser Straße,"15","12051",Neukölln,"",restaurant,"","","35","","",italian,"","","",yes,yes,"","","",Stadt-Bistro,Mo-Su 12:00-23:30,yes,"","",no,"52.469463","13.437614"
node/2659342722,"","","","","",restaurant,"","","","","",greek,"","","","","","","","",Pan,"","","","",limited,"52.429219","13.456558"
node/2661807853,Bötzowstraße,"33","10407",Prenzlauer Berg,"",restaurant,"","","",+49 30 81404177,https://watapas.jimdo.com/,japanese,"","","","","","","","",Watapas,Tu-Su 17:00-22:00,"","","",limited,"52.532098","13.434446"
node/2663357561,Rosa-Luxemburg-Straße,"17","10178",Mitte,"",restaurant,"","","","","",asian,"","Asia Cuisine, Sushi Bar",yes,yes,yes,"","","",King King,"Mo-Sa 11:30-23:00; Su,PH 12:00-23:00",yes,"","",no,"52.52517","13.410308"
node/2672518793,Brentanostraße,"7","12163","","",restaurant,"","","","","",german,"","","",no,"","","","",Brentano,We-Su 16:00+; Su 12:00+,"",outside,"",yes,"52.466012","13.309453"
node/2672518797,Schorlemerallee,"5","14195","","",restaurant,"","","","","",vietnamese,"","","","",yes,"","","",Viet koch BBQ,Mo-Su 12:00-23:00,yes,"","",limited,"52.466142","13.306643"
node/2674384506,Rixdorfer Straße,"86","12109",Mariendorf,"",restaurant,"","","","","",italian,"","","","","","","","",Michelangelo,"",yes,outside,yes,yes,"52.447021","13.401756"
node/2674876174,"","","","","",restaurant,"","","","","",greek,"","","","",yes,"","","",Villa Christina,"Su-Th 09:00-24:00, Fr,Sa,PH 09:00-01:00",yes,"","",yes,"52.439997","13.387834"
node/2675156665,Rosa-Luxemburg-Straße,"31","10178",Mitte,"",restaurant,"","","",+49 30 93918368,https://www.bar-internazionale.de/,italian,"","","",yes,yes,"","","",Bar Internazionale,Mo-Su 12:00-24:00,yes,"","","","52.526134","13.410959"
node/2683390830,Mierendorffplatz,"8","10589",Charlottenburg,"",restaurant,"","","",+49 30 340 92 660,"",italian,"","","","","","","","",La Bottega dei Sapori,Mo-Fr 09:00-21:00; Sa 09:00-14:00,"","","","","52.52521","13.304623"
node/2686158208,"","","","","",restaurant,"","","","","",italian,"","","","",yes,"","","",Back & Cafe Flott,"",yes,"","",limited,"52.501949","13.371345"
node/2686486090,Herzbergstraße,"132","10365",Lichtenberg,"",restaurant,"","","","","",vietnamese,"","",yes,yes,yes,"","","",Việt Phố,We-Mo 09:00-22:00; Tu off,yes,outside,"","","52.526902","13.489411"
node/2686906057,Meraner Straße,"20B","10825",Schöneberg,"",restaurant,"","","","","",mexican,"","","","",yes,"","","",Rosa Mexicana,"",yes,"","","","52.485922","13.33839"
node/2691295858,Mahlower Straße,"32","12049",Neukölln,"",restaurant,"","","",+49 151 42011782,http://lonelyheartsberlin.com,american,"","",yes,yes,yes,"","","",Lonely Hearts Cafe,"Th-Mo 10:00-16:00; Tu,We off",yes,"","",no,"52.479922","13.424874"
node/2692637607,Novalisstraße,"2","10115",Mitte,"",restaurant,"","","",+49 30 20687037,https://www.smartdeli.org,japanese,"","",yes,"","","","","",Smart Deli,Mo-Sa 12:00-22:00,"","","",limited,"52.528056","13.389063"
node/2696086112,Chausseestraße,"8","10115","","",restaurant,"","","","","",german,"","","","","","",no,"",Weinbar Rutz,Tu-Sa 16:00-23:00,"",no,"",no,"52.528223","13.386216"
node/2702380440,Budapester Straße,"2","10787",Tiergarten,"",restaurant,"","","50-300","","",international,"","","","","","","","",Hugos Restaurant,Tu-Sa 18:30-22:30,"","","",limited,"52.507055","13.344654"
node/2708534081,Drakestraße,"36","12205",Lichterfelde,"",restaurant,"","","","","",italian,"","","","",no,"","","",Enoteca Vecchio Mulino,"",no,"",only,no,"52.444975","13.294831"
node/2720965521,Fasanenstraße,"14","10623",Charlottenburg,"",restaurant,"","","",+49 30 327 66 384,https://mimino-berlin.com/,georgian,"","","","","","","","",Mimino Royal,Mo-Fr 16:00+; Sa-Su 14:00+,"","","","","52.504532","13.327027"
node/2722760427,Mittenwalder Straße,"27","10961","","",restaurant,"","","","","",columbian,"","","",yes,"","","","",Tierra Colombiana,Mo-Tu off; We-Fr 18:00-22:00; Sa 15:00-22:00; Su 13:00-20:00,no,"","",no,"52.490182","13.395916"
node/2727587754,Müllerstraße,"142","13353",Wedding,"",restaurant,"","","","","",italian,no,"","",yes,yes,"","","",Pizza Miranda,"",yes,outside,yes,yes,"52.548802","13.354337"
node/2732832540,Huttenstraße,"22","10553",Moabit,"",restaurant,"","","","","",vietnamese,"","","","","","","","",Good Rice,Mo-Fr 11:00-21:00; Su 13:00-21:00,"","","",limited,"52.528697","13.318504"
node/2734481331,Am Lokdepot,"1","10965","","",restaurant,"","","","","",italian,"","","","",yes,"","","",Ripieno,Mo-Su 12:00-21:30; We off,yes,"","",yes,"52.487648","13.373725"
node/2744618507,Bergmannstraße,"102","10961","","",restaurant,"","","","","",vietnamese,"","",yes,yes,"","","","",Good Morning Vietnam,Mo-Su 12:00-23:00,"","","",limited,"52.4902","13.389238"
node/2755614656,Wünsdorfer Straße,"107","12307","","",restaurant,"","","","","",italian,"","",yes,yes,"","","","",La Vado,"Mo-Su,PH 11:00-22:00","","","","","52.388631","13.394585"
node/2756088638,Buckower Damm,"161/163","12349",Britz,"",restaurant,"","","","","",german,"","","","","","","","",Familienlokal Am Britzer Garten,"","","","",yes,"52.42902","13.435376"
node/2756324152,Bayreuther Straße,"44","10787",Schöneberg,"",restaurant,"","","",+49 30 21996177,https://restaurant-berlinchen.de/,german,"","","","",yes,"","","",Berlinchen,Mo-Sa 17:00-22:00,yes,outside,"",yes,"52.503661","13.344509"
node/2756763476,Wollankstraße,"28","13359",Gesundbrunnen,"",restaurant,"","","","","",asian,"","",yes,yes,"","","","",Wing-Seng,"Tu-Su,PH 11:30-21:00","","","",no,"52.563825","13.39162"
node/2762229192,Neue Bahnhofstraße,"22","10245",Friedrichshain,no,restaurant,"","","","","",italian,"","","",yes,yes,"","","",Masteca e Tasi,Tu-Sa 18:30-22:00,yes,no,"",no,"52.507199","13.471017"
node/2767017223,Kollwitzstraße,"46","10405",Prenzlauer Berg,"",restaurant,"","","",+49 30 66408710,https://lucky-leek.com/,asian,"","",yes,yes,"","","","",Lucky Leek,We-Su 18:00+,"",outside,"",no,"52.534815","13.416742"
node/2769572074,Stresemannstraße,"105","10963",Kreuzberg,"",restaurant,"","","",+49 30 26101607,"",asian,"","","",yes,yes,"","","",Linh yu!,Mo-Fr 11:30-22:00; Su 00:00-22:00,yes,no,"",limited,"52.506039","13.380004"
node/2776721738,Lefèvrestraße,"1","12161",Friedenau,"",restaurant,"","","","","",chinese,"","","","","","","","",Look & Feel Restaurant 008GRILL,Tu-Fr 11:30-22:30; Sa 12:00-23:00; Su 12:00-22:30,"","","",limited,"52.466407","13.327659"
node/2776999566,"","","","","",restaurant,"","","","","",international,"","","","","","","","",Neni Berlin,"","","","",yes,"52.505623","13.338202"
node/2780155896,"","","","","",restaurant,"","","","","",arab,"","","","",yes,"","","",Prime Kebab,"",yes,"",yes,limited,"52.590936","13.44273"
node/2796729140,Rosenthaler Straße,"37","10178",Mitte,"",restaurant,"","","","","",spanish,"","","","",yes,"","","",Yosoy,"11:00+",yes,no,"",no,"52.524352","13.402778"
node/2796753234,Oranienburger Straße,"4","10178",Mitte,"",restaurant,"","","","",http://www.hasir.de,turkish,"","","","","","","","",Hasir,"","","","",yes,"52.523819","13.401103"
node/2800765134,Neuköllnische Allee,"93","12057",Neukölln,"",restaurant,"","","","","",international,"","","","","","","","",Zum Nussbaum,Tu-Su 12:00-22:00,yes,"","","","52.466295","13.468422"
node/2809991849,Graefestraße,"11","10967",Kreuzberg,"",restaurant,"","","",+49 30 98339073,https://kuchi.de/restaurant/cocolo-x-berg/,japanese,"","","",yes,yes,"","","",Cocolo Ramen X-Berg,Mo-Sa 12:00-21:00,yes,outside,"",yes,"52.493756","13.418085"
node/2812608918,Lankwitzer Straße,"5","12209",Lichterfelde,"",restaurant,"","","",+49 30 77208923,http://www.restaurant-yogihaus.de/lichterfelde,indian,"","",yes,yes,yes,"","","",Yogi Haus,Mo-Su 11:30-24:00,yes,"","",yes,"52.428933","13.330082"
node/2822675036,Neue Kantstraße,"17","14057",Charlottenburg,"",restaurant,"","","",+49 30 33771010,http://restaurant-hafis.com/,persian,"","","","","","","","",Hafis,Su 13:00-24:00; Mo-Sa 13:00-01:00,"","","",yes,"52.506154","13.283198"
node/2823319463,Lichtenrader Damm,"7","12305",Buckow,"",restaurant,"","","",+49307424302,http://stella-marina.de/,italian,no,"","","","","","","",Ristorante Stella Marina,"12:00-01:00","",outside,"",limited,"52.413875","13.401876"
node/2823404643,Regensburger Straße,"1","10777",Schöneberg,"",restaurant,"","","","",http://tianfu.de/tianfuzius/,chinese,"","","",yes,yes,"","","",Tianfuzius,"Mo,We-Fr 12:00-15:30,17:30-23:00; Sa,Su 12:00-23:00",yes,"","",no,"52.495921","13.340478"
node/2824980711,Petersburger Straße,"87","10247",Friedrichshain,"",restaurant,"","","","","",asian,"","",yes,yes,yes,"","","",Asia Point,"Mo-Fr 11:00-22:00; Sa,Su 13:00-22:00",yes,"","",limited,"52.517843","13.453751"
node/2825034411,Gryphiusstraße,"10","10245",Friedrichshain,"",restaurant,"","","","","",thai,no,Table d'hôte restaurant offering traditional Thai cuisine.,"","","","","","",Khao Taan,Tu-Sa 18:00-23:00,no,outside,"",no,"52.508661","13.463786"
node/2827585843,Huttenstraße,"5","10553",Moabit,"",restaurant,"","","",+49 30 28459383,"",arab,"","","","","","","","",Big Bascha,"Mo, Tu, Th-Su 00:00-17:00; We 08:00-17:00","","","",limited,"52.527707","13.327266"
node/2830792331,Falckensteinstraße,"33","10997",Kreuzberg,"",restaurant,"","","",+49 1725 113824,"",italian,"","",yes,only,yes,"","","",Falco' Slice,We-Su 17:00-22:00,yes,"","",limited,"52.49789","13.441872"
node/2831137575,Alte Schönhauser Straße,"12","10119",Mitte,"",restaurant,"","","",+49 30 40041787,"",italian,"","","","","","","","",Mädchenitaliener,Mo-Sa 12:00-19:00,"","","",limited,"52.52693","13.407786"
node/2834923044,Waldstraße,"55","10551",Moabit,"",restaurant,"","","",+49303963147,"",italian,"","","","","","","","",La Tettoia,Tu-Su 16:00-00:00,"","","",no,"52.528298","13.330514"
node/2835415001,Bölschestraße,"66","12587",Friedrichshagen,"",restaurant,"","","",+49 30 65497394,https://veracruz-berlin.de/,mexican,"","",no,yes,"","","","",Veracruz,"Mo-Su,PH 11:00+","","","",limited,"52.455678","13.625569"
node/2836084293,Fasanerie,"10","13469","","",restaurant,"","","","","",german,"","","","","","","","",Alte Fasanerie,"","","","","","52.608053","13.3685"
node/2840615681,Lausitzer Straße,"48","10999",Kreuzberg,"",restaurant,"","","","","",vietnamese,"","",yes,only,"","",wlan,"",Caphe HOA 2,Mo-Fr 11:00-22:00; Sa-Su 13:00-22:00,yes,"","",yes,"52.497804","13.429531"
node/2841966276,Burgsdorfstraße,"4","13353",Wedding,"",restaurant,"","","","","",indian,"","","","","","","","","","","","","","","52.542553","13.361948"
node/2844490516,Georgenkirchstraße,"3","10249",Friedrichshain,"",restaurant,"","","","","",vietnamese,"","","","","","","","",Bamboo’s Hut Asiatische Küche & Sushi Bar,"","","","","","52.526532","13.423726"
node/2844654663,Bölschestraße,"43","12587",Friedrichshagen,"",restaurant,"","","","",http://www.mauna-kea.de/,international,"","",yes,yes,yes,"","","",Mauna Kea,Mo-Su 08:00-17:00,yes,"","",no,"52.452549","13.62519"
node/2844932644,"","","","","",restaurant,"","","",+49 30 443 23 064,"",italian,"","","","","","","","",Trattoria Toscana,Mo-Su 16:00+,"","","",no,"52.538357","13.4195"
node/2854725303,Ritterfelddamm,"1","14089",Kladow,"",restaurant,"","","","","",vietnamese,"",Gute vietnamesische Küche zu erschwinglichen Preisen,"","","","","","",Co Do,Mo-Su 12:00-22:30,"","","","","52.454532","13.143349"
node/2856196171,Skalitzer Straße,"66","10997",Kreuzberg,"",restaurant,"","","",+49 30 93620999,http://cachondeo.de/,italian,"","","","","","","","",Cachondeo,"","","","","","52.500216","13.439343"
node/2856270601,Kladower Damm,"145","14089",Gatow,"",restaurant,"","","","","",german,"","","","","","","","",Knusperhäuschen,"Mo,We-Fr 16:00-24:00; Sa,Su,PH 12:00-24:00","","","",yes,"52.470884","13.170657"
node/2860066609,"","","","","",restaurant,"","","","","",asian,"","","","","","","","",Dr. To's,"","","","",no,"52.486004","13.435006"
node/2861331802,Düsterhauptstraße,"1","13469",Waidmannslust,"",restaurant,"","","","","",turkish,"","","","",yes,"","","",Restaurant Morgenland,We-Sa 16:00-22:30; Su 12:00-22:00,yes,"","","","52.607677","13.321947"
node/2861742278,Torgauer Straße,"12-15","10829",Schöneberg,"",restaurant,"","","",+49 30 26476742,https://euref.de/entry/cafe-im-wasserturm/,german,"","","","","","",wlan,"",Café im Wasserturm,Mo-Fr 08:00-16:00,"",outside,"",yes,"52.481291","13.356306"
node/2864491451,Buckower Damm,"227","12349",Buckow,"",restaurant,"","","","","",vietnamese,"","","","","","","","",Ami,"","","","","","52.423281","13.437285"
node/2866036001,Oderberger Straße,"22","10435",Prenzlauer Berg,"",restaurant,"","","","","",italian,"","","",yes,yes,"",no,"",Il Giradischi,"Sa-Su,PH 12:00-24:00",yes,"","",yes,"52.539772","13.40703"
node/2871197953,Sterndamm,"7","12487","","",restaurant,"","","","","",italian,"","","","",yes,"","","",Trattoria Il Monello,"Mo off; Tu-Fr 16:00-22:00; Sa 12:00-23:00; PH,Su 12:00-22:00",yes,"","",limited,"52.453007","13.510197"
node/2872269795,Platz der Vereinten Nationen,"1","10249",Friedrichshain,"",restaurant,"","","",+49 30 48622769,http://www.sofiabar.de/,bulgarian,"","","","","","","","",Sofia Bar,Mo-Fr 15:00-23:00; Sa-Su 12:00-23:00,"","","",yes,"52.523795","13.431264"
node/2872724507,Heerstraße,"419","13593",Staaken,yes,restaurant,"","","",+49 30 27986178,https://simple-restaurant.de/,asian,"","","",yes,yes,"","","",Simplé,"Su-Th,PH 12:00 - 22:00; Fr-Sa 12:00 - 23:00",yes,outside,"","","52.5196","13.163352"
node/2873891032,Am Pichelssee,"22","13595",Wilhelmstadt,"",restaurant,"","","80","","",italian,no,"Restaurant mit gehobenem italienischem Essen am Pichelssee. Mittagstisch und Tagesgerichte, sowie Speise- und Getränkekarte auf der Internetseite, warme Küche bis 22:30, +40 Plätze auf Terasse mit Seeblick","","","","","","",Il Passetto,"11:00-24:00","",outside,no,"","52.507508","13.19758"
node/2874368637,Marheinekeplatz,"3-4","10961",Kreuzberg,"",restaurant,"","","","","",asian,"","","","","","","","",Mido XBerg,Mo-Su 12:00-24:00,yes,"","","","52.489438","13.396717"
node/2875569916,Havelstraße,"2","13597",Spandau,"",restaurant,"","","",+49 30 54592728,http://www.cubi-berlin.de/,vietnamese,"","","","","","","","",Cubi,Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 13:00-23:00; Su 13:00-22:00,"","","",yes,"52.53852","13.206706"
node/2886231629,Wildenbruchstraße,"85","12045","","",restaurant,"","","","","",sudanese,"","",yes,yes,yes,"","","",Sahara,Mo-Su 12:00-01:00,yes,outside,"",no,"52.48326","13.441948"
node/2888629705,Schönwalder Straße,"22","13585",Spandau,"",restaurant,"","","","","",indian,"","","","","","","","",Restaurant Mehek,Mo-Su 12:00-23:00,"","","",limited,"52.546364","13.202905"
node/2892161730,Wisbyer Straße,"69","10439",Pankow,"",restaurant,"","","","","",asian,"","","","",yes,"","","",Abonim,Tu-Th 17:00-22:00; Fr-Su 17:00-23:00,yes,"","","","52.553793","13.417156"
node/2893545189,Emanuelstraße,"1","10317",Rummelsburg,"",restaurant,"","","",+49 30 24355881,https://www.restaurantyuumi.com,japanese,"","",no,yes,yes,"","","",Yuumi,"Tu-Sa 19:00+ || ""Nur mit Reservierung""",no,no,"",no,"52.501523","13.490816"
node/2898829731,Maybachufer,"14","12047",Neukölln,"",restaurant,"","","75",+49306941048,"",french,"","",no,yes,yes,"","","",Café Jacques,Mo-Su 18:00-03:00,yes,"","",no,"52.494227","13.425463"
node/2910634664,Salzufer,"13/14","10587",Charlottenburg,"",restaurant,"","","","","",italian,"","","","","","",no,"",Café Restaurant am Salzufer,Mo-Fr 10:00-17:00,yes,"","",yes,"52.518183","13.323434"
node/2912884797,Sonntagstraße,"26","10245","","",restaurant,"","","","","",vietnamese,"","",yes,yes,yes,"","","",Sora,"Mo-Fr 11:30-23:00; Sa,Su,PH 12:00-23:00",yes,outside,"",limited,"52.50625","13.465456"
node/2915878701,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",Luardi,"",yes,"","",limited,"52.502033","13.329282"
node/2915881501,Meinekestraße,"23","","","",restaurant,"","","","","",asian,"","","","","","","","",Mai Kudamm,"",yes,"","",limited,"52.501823","13.329245"
node/2921778326,Potsdamer Straße,"25","14163","","",restaurant,"","","","","",german,"","","","","","","","",Zehlendorfer Hof,Mo-Su 12:00-24:00,yes,"","",yes,"52.434117","13.246976"
node/2921778327,Potsdamer Straße,"26","14163","","",restaurant,"","","","","",italian,yes,"","","","","","","",Fatica,Mo-Su 11:00-22:45,yes,outside,yes,no,"52.434156","13.247302"
node/2925991701,Zossener Straße,"46","10961","","",restaurant,"","","","","",turkish,"","","","",yes,"","","",Tadım Ocakbaşı Restorant,Mo off,yes,"",yes,no,"52.493001","13.395003"
node/2927036116,Prenzlauer Allee,"145","10409",Prenzlauer Berg,"",restaurant,"","","","","",indian,"",Indian cuisine,yes,yes,"","","","",Agni,"PH,Th-Tu 12:00-15:00, Th,Su-Tu 17:00-22:00, PH,Fr,Sa 17:00-23:00; We off",yes,outside,"",limited,"52.549176","13.428817"
node/11782606970,"","","","","",restaurant,"","","","","",vietnamese,"","",yes,"","","","","",Sen Vegan,"","","","","","52.506621","13.296824"
node/2927036223,Pistoriusstraße,"16","13086",Weißensee,"",restaurant,"","","","","",italian,yes,Bäckspace sell locally inspired waste-conscious Sourdough Pizza and Focaccia,yes,yes,"","","","",Bäckspace Berlin,Tu-Fr 11:00-21:30; Mo off; Sa-Su off,"",outside,yes,no,"52.551724","13.453569"
node/2930469302,Schönhauser Allee,"143","","","",restaurant,"","","","","",greek,"","","","",yes,"","","",Asteria,"Mo-Fr 16:00-18:00+; Sa,Su,PH 13:00-18:00+",yes,"","",limited,"52.541613","13.411793"
node/2930469401,Schönhauser Allee,"140","","","",restaurant,"","","","","",vietnamese,yes,"","","",yes,"","","",Mr. Le,"Mo-Fr 12:00-23:30, Sa,Su,PH 12:00-24:00",yes,"","",yes,"52.542123","13.411779"
node/2930469503,Eberswalder Straße,"35","10437",Prenzlauer Berg,no,restaurant,"","","",+493080938191,"",korean,"","",yes,yes,"","","","",Kochu Karu,We-Sa 18:00-23:30,"",no,"",limited,"52.541429","13.409168"
node/2930469902,Schönhauser Allee,"142","10437",Prenzlauer Berg,"",restaurant,"","","",+49 30 4485172,https://vedis.berlin/,indian,"","","","",yes,"",wlan,"",Vedi's,"Mo-Th 12:00-00:00, Fr,Sa 12:00-02:00, Su 12:00-00:00; PH 12:00-00:00",yes,"",yes,yes,"52.541768","13.411785"
node/2930470002,Eberswalder Straße,"28","10437",Prenzlauer Berg,"",restaurant,"","","","","",french,"","","","",yes,"","","",Les Valseuses,"We-Sa 18:00-23:00; Su 17:00-22:00; Mo,Tu off",yes,"","",no,"52.541288","13.410855"
